text1,text2
"Attention, la compatibilité en fonction de la plaque n'est absolument pas garantie ! Le site indique bien plus de compatibilités que la réalité. Et quand vous voulez retourner la pièce, Oscaro retient 9,90€. Sur une ampoule à 11€ + 5,99€ de frais de port (forcément non remboursés), rembourser 1€ c'est juste se fiche du client. Quant aux conseillers qui vous aident soit-disant à choisir, ils se basent aussi sur le site donc pas mieux. En gros si vous n'avez pas la référence exacte, site à fuir. PS : J'ai appelé 2 fois le service client et tout en restant parfaitement poli (vérifiable car enregistré), on m'a raccroché 2 fois au nez pour ne pas reconnaitre les erreurs du site.","Attention, la compatibilité selon la plaque n'est absolument pas garantie! Le site indique beaucoup plus de compatibilité que la réalité. Et quand vous voulez retourner la pièce, Oscaro conserve €9.90. Sur une ampoule à 11€ + €5.99 frais d'expédition (pas nécessairement remboursé), remboursement 1€ est juste soin du client. Quant aux conseillers qui vous aident à choisir, ils comptent aussi sur le site si pas mieux. Fondamentalement, si vous n'avez pas la référence exacte, le site à échapper. PS: J'ai appelé le service client deux fois et tout en restant parfaitement poli (vérifiable parce enregistré), j'ai été suspendu 2 fois dans le nez pour ne pas reconnaître les erreurs du site."
Cela faisait longtemps que je n'avais pas commandé pour la raison suivante. Bien souvent des pièces sont marqués comme compatible avec le véhicule (Ou le numéro de plaque est saisi) et cela n'est pas le cas. Cela m'est encore arrivé encore pour des bougies de préchauffage. Merci noah pour votre réponse mais dans ce cas la ne mettez pas 'Cette piéce est compatible avec votre véhicule',Cela fait longtemps que j'ai commandé pour la raison suivante. Souvent les pièces sont marquées comme compatibles avec le véhicule (ou le numéro de plaque est entré) et ce n'est pas le cas. Cela m'est arrivé à nouveau pour préchauffer les bougies. Merci Noah pour votre réponse mais dans ce cas ne pas le dire 'Cette pièce est compatible avec votre véhicule'.
"Bonjour, la commande est rapide et aisée ainsi que la livraison. 😄","Bonjour, la commande est rapide et facile ainsi que la livraison."
Commande conforme et livraison rapide.,Commande conforme et livraison rapide.
Pièces conformes à ce que je recherchais,Pièces conformes à ce que je cherchais
"Dommage que les pièces achetés ne correspondent pas au montage de ma voiture, je démonté le kit complet se freins arriere de ma kangoo et au final le kit se freins n'a rien à voir avec ma commande,j'ai téléphoné au service et on m'a dit qu'il y avait une erreur de pièce, je suis vraiment déçu, par le double travail que cela m'a sonné et aussi retardé mon départ en vacances.","Dommage que les pièces achetées ne correspondent pas à l'assemblage de ma voiture, j'ai démonté l'arrière complet de frein kit de mon kangoo et à la fin le frein kit n'a rien à voir avec ma commande, j'ai téléphoné au service et on m'a dit qu'il y avait une erreur de pièce, je suis vraiment déçu, par le double travail qu'il m'a sonné et aussi retardé mon départ en vacances."
"Matériel de qualité, parfait.","Matériel de qualité, parfait."
"Délai court et prix attractifs, Super","Court temps et prix attractifs, Super"
Satisfait cependant 2 colis livrés à 4 jours d intervalle pour une commande unique...je regrette un double déplacement !,Satisfait cependant 2 colis livrés dans les 4 jours pour une seule commande... Je regrette un double voyage!
Livraison assez rapide et surtout sans erreur,Livraison assez rapide et surtout sans erreur
"produit soit disant compatible , faux , la bague étanchéité injecteur inadaptée, donc à la poubelle Je n'arrive pas à vous répondre par facebook privé et n'est pas instagram , donc la réponse à votre question est Numéro de commande A1979900599 Immatriculation du véhicule FB-057-GG","produit soit disant compatible , faux , l'anneau d'étanchéité injecteur inapproprié , donc à la poubelle Je ne peux pas vous répondre par facebook privé et n'est pas instagram , donc la réponse à votre question est Numéro de commande A1979900599 Enregistrement de véhicule FB-057-GG"
"Produit ( plaquettes frein arrière )conforme au besoin , l'outillage repousse étrier a bien fonctionné","Le produit (les plaquettes de frein arrière) se conforme au besoin, le étrier d'outillage répulsif a bien fonctionné"
"Commande facile, livraison rapide et prix attractifs","Commande facile, livraison rapide et prix attractifs"
Très bien sauf que les essuie glace ne correspondent pas à mon véhicule,"D'accord, sauf que l'essuie-glace ne correspond pas à mon véhicule."
"Piece conforme à mes attentes, expédition ultra rapide.","Pièce conforme à mes attentes, expédition ultra rapide."
L'aide au choix de la pièce à remplacer est précise et correcte bonne compatibilité. Livraison assez rapide.,L'aide à choisir la pièce à remplacer est exacte et correcte bonne compatibilité. Livraison assez rapide.
"Vous m avez envoyé un code promotionnel, sympa, mais je peux pas l'utiliser","Vous m'avez envoyé un code promotionnel, mais je ne peux pas l'utiliser."
"Bonjour, Sur le site j'ai eu plusieurs références compatibles avec mon véhicule. Ce qui permet de choisir. Le point de retrait est facile a choisir et la livraison rapide. Je recommande","Bonjour, Sur le site j'avais plusieurs références compatibles avec mon véhicule. Ce qui permet de choisir. Le point de ramassage est facile à choisir et livraison rapide. Je recommande"
"Trés grand choix, beaucoup de marques, prix très résonnables.","Très bon choix, de nombreuses marques, des prix très résonables."
"Commande conforme a mon attente, et livraison rapide.","Commandez selon mes attentes, et livraison rapide."
"Commande effectuée avec l'option chronopost et 4 jours apres avoir commander le colis n'est toujours pas envoyer.Ce n'est pas la premier fois avec oscaro mais par contre ce sera la derniere. On choisit chronopost avec 10€ de fdp et ils mettent des jours à envoyer la commande, vraiement pas serieux","Commande avec l'option chronopost et 4 jours après la commande le paquet n'est toujours pas envoyé.Ce n'est pas la première fois avec oscaro mais ce sera le dernier. Nous choisissons chronopost avec 10€ de Fdp et ils prennent des jours pour envoyer la commande, vraiment pas sérieux"
"La prise en charge de ma commande a été rapide et son suivi jusqu'à la livraison. Ma commande a été bien respectée, pas d'erreur. Merci. Je recommande","Le support de ma commande a été rapide et son suivi jusqu'à la livraison. Ma commande a été bien respectée, pas d'erreur. Merci. Je recommande"
"Super 👍 Livraison rapide, colis conforme et les pièces de bonne qualité.","Livraison rapide, package conforme et pièces de bonne qualité."
Moins cher que dans les garages automobile,Moins cher que dans les garages de voiture
"je ne conseil a personne de commander des articles sur oscaro vendeur d une incompétence extrême des pièces de mauvaises qualite ,des téléconseillers qui ne comprenne rien SINCEREMENT A NE PAS CONSEILLER CAR VOUS ALLEZ VOUS ÉNERVER","Je ne conseille à personne de commander des articles sur le vendeur oscaro d'une incompétence extrême des parties de mauvaise qualité, les téléconseillers qui ne comprennent rien SINCELLEMENT À NE PAS CONSEILLER AVANT QUE VOUS VOULEZ ENERE"
Très bien Livraison comme convenu,Très bien Livraison comme convenu
"verins pour hayon : accessoire de qualité à prix raisonnable, reçu rapidement.","vers pour hayon: accessoire de qualité à un prix raisonnable, reçu rapidement."
"Bravo les gars. J avais choisi Oscaro pour rester en France et ne pas encore m’adresser aux Allemands. Huit jours pour faire les 10 km qui séparent Cergy d'Herblay le point de livraison! Pourquoi 3 jours pour arriver à Rheau depuis Cergy puis 3 jours pour revenir a Cergy et 1,5 jours pour franchir les derniers 10 km comme l' indique le suivi du colis. Aussi bien que Temu depuis la chine. Sinon la piece était la bonne et fonctionne correctement. J'ai horreur des livraisons pour le lendemain, couteuses et énergivores, mais Oscaro dans mon souvenir faisait bien mieux.","Bravo les gars. J'avais choisi Oscaro pour rester en France et pas encore s'adresser aux Allemands. Huit jours pour faire les 10 km qui sépare Cergy de Herblay le point de livraison! Pourquoi 3 jours pour arriver à Rheau de Cergy puis 3 jours pour revenir à Cergy et 1,5 jours pour traverser les 10 derniers km comme indiqué par le suivi du paquet."
Articles conformes à l'attente,Articles conformes aux attentes
Ras tout c'est bien passé.,Tout s'est bien passé.
Livraison conforme à la commande,Livraison selon la commande
Site facile d’accès et d’utilisation. Choix large sur les différents produits,Site facile d'accès et d'utilisation. Large choix sur différents produits
"La livraison a été catastrophique via mondial Relay. Casier inactif sur le site de livraison. Déplacement du site de réception de 15 km. Attente rallongée de 3/4 jours.. bref, comment faire si on ne peut se déplacer...","La livraison a été catastrophique via relais global. Stockage inactif sur le site de livraison. Déplacement du site de réception de 15 km. En attente prolongée de 3/4 jours.. bref, comment faire si vous ne pouvez pas..."
Livraison rapide et la bonne pièce,Livraison rapide et la bonne pièce
Déçu ayant commandé un capteur Abs avec relevé de plaques ce dernier n'est au final pas compatible au niveau de la fiche malgré confirmation de compatibilité. De plus sur le site l'image ne permet pas clairement de distinguer le modèle de fiche alors que sur les sites concurrents c'est plus lisible avec possibilité de parcourir plusieurs images. Du coup retour du produit mais 9.99€ de frais de port 😐,"Rompez d'avoir commandé un capteur Abs avec une plaque lisant ce dernier est en fin de compte pas compatible au niveau de la feuille malgré la confirmation de compatibilité. De plus sur le site l'image ne permet pas clairement de distinguer le modèle de feuille tandis que sur les sites concurrents il est plus lisible avec la possibilité de parcourir plusieurs images. Du dos du produit mais 9,99€ de frais de port ."
